item_id,sheet,frame_index,palette_number,palette_has_purple_ramp,opaque_pixels,dye_slot_pixels,dye_slot_pct,slot_mask,distinct_slots,dyeable_loose,dyeable_strict_all_six
87,1,86,0,True,47,0,0.00,0,0,False,False
88,1,87,0,True,93,0,0.00,0,0,False,False
89,1,88,0,True,125,0,0.00,0,0,False,False
90,1,89,0,True,167,0,0.00,0,0,False,False
91,1,90,0,True,96,0,0.00,0,0,False,False
92,1,91,0,True,290,0,0.00,0,0,False,False
93,1,92,0,True,243,0,0.00,0,0,False,False
94,1,93,0,True,267,0,0.00,0,0,False,False
95,1,94,0,True,214,178,83.18,63,6,True,True
96,1,95,0,True,190,0,0.00,0,0,False,False
97,1,96,0,True,195,0,0.00,0,0,False,False
98,1,97,0,True,256,0,0.00,0,0,False,False
99,1,98,0,True,359,0,0.00,0,0,False,False
100,1,99,0,True,278,0,0.00,0,0,False,False
101,1,100,0,True,262,0,0.00,0,0,False,False
102,1,101,0,True,195,0,0.00,0,0,False,False
103,1,102,0,True,108,0,0.00,0,0,False,False
104,1,103,0,True,275,0,0.00,0,0,False,False
105,1,104,0,True,395,0,0.00,0,0,False,False
106,1,105,0,True,451,0,0.00,0,0,False,False
107,1,106,0,True,132,0,0.00,0,0,False,False
108,1,107,0,True,226,0,0.00,0,0,False,False
109,1,108,0,True,320,0,0.00,0,0,False,False
110,1,109,0,True,453,0,0.00,0,0,False,False
111,1,110,0,True,439,0,0.00,0,0,False,False
112,1,111,0,True,174,0,0.00,0,0,False,False
113,1,112,0,True,174,0,0.00,0,0,False,False
114,1,113,0,True,174,0,0.00,0,0,False,False
115,1,114,0,True,237,0,0.00,0,0,False,False
116,1,115,0,True,214,0,0.00,0,0,False,False
117,1,116,0,True,145,0,0.00,0,0,False,False
118,1,117,0,True,186,0,0.00,0,0,False,False
119,1,118,0,True,283,0,0.00,0,0,False,False
120,1,119,0,True,230,0,0.00,0,0,False,False
121,1,120,0,True,233,0,0.00,0,0,False,False
122,1,121,0,True,109,0,0.00,0,0,False,False
123,1,122,0,True,202,0,0.00,0,0,False,False
124,1,123,0,True,356,0,0.00,0,0,False,False
125,1,124,0,True,287,0,0.00,0,0,False,False
126,1,125,0,True,154,0,0.00,0,0,False,False
127,1,126,0,True,110,40,36.36,32,1,True,False
128,1,127,0,True,183,0,0.00,0,0,False,False
129,1,128,0,True,271,0,0.00,0,0,False,False
130,1,129,0,True,228,145,63.60,56,3,True,False
131,1,130,0,True,174,0,0.00,0,0,False,False
132,1,131,0,True,76,0,0.00,0,0,False,False
133,1,132,0,True,69,0,0.00,0,0,False,False
134,1,133,0,True,75,0,0.00,0,0,False,False
135,1,134,0,True,626,0,0.00,0,0,False,False
136,1,135,0,True,475,0,0.00,0,0,False,False
137,1,136,0,True,224,0,0.00,0,0,False,False
138,1,137,0,True,224,0,0.00,0,0,False,False
139,1,138,0,True,224,0,0.00,0,0,False,False
140,1,139,0,True,315,0,0.00,0,0,False,False
141,1,140,0,True,299,0,0.00,0,0,False,False
142,1,141,0,True,309,0,0.00,0,0,False,False
143,1,142,0,True,450,0,0.00,0,0,False,False
144,1,143,0,True,649,0,0.00,0,0,False,False
145,1,144,0,True,592,0,0.00,0,0,False,False
146,1,145,0,True,213,0,0.00,0,0,False,False
147,1,146,0,True,416,0,0.00,0,0,False,False
148,1,147,0,True,387,0,0.00,0,0,False,False
149,1,148,0,True,170,0,0.00,0,0,False,False
150,1,149,0,True,424,0,0.00,0,0,False,False
151,1,150,0,True,400,0,0.00,0,0,False,False
152,1,151,0,True,340,4,1.18,24,2,True,False
153,1,152,0,True,251,0,0.00,0,0,False,False
154,1,153,0,True,283,0,0.00,0,0,False,False
155,1,154,0,True,470,0,0.00,0,0,False,False
156,1,155,0,True,385,0,0.00,0,0,False,False
157,1,156,0,True,231,0,0.00,0,0,False,False
158,1,157,0,True,214,0,0.00,0,0,False,False
159,1,158,0,True,182,0,0.00,0,0,False,False
160,1,159,0,True,430,0,0.00,0,0,False,False
161,1,160,0,True,404,0,0.00,0,0,False,False
162,1,161,0,True,152,0,0.00,0,0,False,False
163,1,162,0,True,208,0,0.00,0,0,False,False
164,1,163,0,True,208,0,0.00,0,0,False,False
165,1,164,0,True,366,0,0.00,0,0,False,False
166,1,165,0,True,240,0,0.00,0,0,False,False
167,1,166,0,True,369,0,0.00,0,0,False,False
168,1,167,0,True,218,0,0.00,0,0,False,False
169,1,168,0,True,187,0,0.00,0,0,False,False
170,1,169,0,True,207,0,0.00,0,0,False,False
171,1,170,0,True,156,0,0.00,0,0,False,False
172,1,171,0,True,127,0,0.00,0,0,False,False
173,1,172,0,True,97,0,0.00,0,0,False,False
174,1,173,0,True,103,0,0.00,0,0,False,False
175,1,174,0,True,147,0,0.00,0,0,False,False
176,1,175,0,True,135,0,0.00,0,0,False,False
177,1,176,0,True,190,0,0.00,0,0,False,False
178,1,177,0,True,179,0,0.00,0,0,False,False
179,1,178,0,True,161,0,0.00,0,0,False,False
180,1,179,0,True,221,0,0.00,0,0,False,False
181,1,180,0,True,153,0,0.00,0,0,False,False
182,1,181,0,True,216,0,0.00,0,0,False,False
183,1,182,0,True,135,0,0.00,0,0,False,False
184,1,183,0,True,116,0,0.00,0,0,False,False
185,1,184,0,True,142,88,61.97,45,4,True,False
186,1,185,0,True,143,0,0.00,0,0,False,False
187,1,186,0,True,281,0,0.00,0,0,False,False
188,1,187,0,True,395,0,0.00,0,0,False,False
189,1,188,0,True,363,0,0.00,0,0,False,False
190,1,189,0,True,405,0,0.00,0,0,False,False
191,1,190,0,True,384,0,0.00,0,0,False,False
192,1,191,0,True,363,0,0.00,0,0,False,False
193,1,192,0,True,332,0,0.00,0,0,False,False
194,1,193,0,True,71,0,0.00,0,0,False,False
195,1,194,0,True,114,0,0.00,0,0,False,False
196,1,195,0,True,155,0,0.00,0,0,False,False
197,1,196,0,True,260,0,0.00,0,0,False,False
198,1,197,0,True,126,0,0.00,0,0,False,False
199,1,198,0,True,162,0,0.00,0,0,False,False
200,1,199,0,True,103,0,0.00,0,0,False,False
201,1,200,0,True,87,0,0.00,0,0,False,False
202,1,201,0,True,146,0,0.00,0,0,False,False
203,1,202,0,True,79,0,0.00,0,0,False,False
204,1,203,0,True,173,0,0.00,0,0,False,False
205,1,204,0,True,105,0,0.00,0,0,False,False
206,1,205,0,True,332,0,0.00,0,0,False,False
207,1,206,0,True,332,0,0.00,0,0,False,False
208,1,207,0,True,374,0,0.00,0,0,False,False
209,1,208,0,True,230,22,9.57,28,3,True,False
210,1,209,0,True,371,0,0.00,0,0,False,False
211,1,210,0,True,416,0,0.00,0,0,False,False
212,1,211,0,True,170,0,0.00,0,0,False,False
213,1,212,0,True,402,0,0.00,0,0,False,False
214,1,213,0,True,380,3,0.79,6,2,True,False
215,1,214,0,True,447,0,0.00,0,0,False,False
216,1,215,0,True,450,0,0.00,0,0,False,False
217,1,216,0,True,649,0,0.00,0,0,False,False
218,1,217,0,True,592,0,0.00,0,0,False,False
219,1,218,0,True,213,0,0.00,0,0,False,False
220,1,219,0,True,513,0,0.00,0,0,False,False
221,1,220,0,True,116,0,0.00,0,0,False,False
222,1,221,0,True,233,0,0.00,0,0,False,False
223,1,222,0,True,178,4,2.25,32,1,True,False
224,1,223,0,True,338,0,0.00,0,0,False,False
225,1,224,0,True,386,0,0.00,0,0,False,False
226,1,225,0,True,412,0,0.00,0,0,False,False
227,1,226,0,True,355,0,0.00,0,0,False,False
228,1,227,0,True,355,0,0.00,0,0,False,False
229,1,228,0,True,355,0,0.00,0,0,False,False
230,1,229,0,True,171,0,0.00,0,0,False,False
231,1,230,0,True,171,0,0.00,0,0,False,False
232,1,231,0,True,63,0,0.00,0,0,False,False
233,1,232,0,True,63,0,0.00,0,0,False,False
234,1,233,0,True,63,0,0.00,0,0,False,False
235,1,234,0,True,419,0,0.00,0,0,False,False
236,1,235,0,True,426,0,0.00,0,0,False,False
237,1,236,0,True,422,0,0.00,0,0,False,False
238,1,237,0,True,454,0,0.00,0,0,False,False
239,1,238,0,True,305,0,0.00,0,0,False,False
240,1,239,0,True,365,0,0.00,0,0,False,False
241,1,240,0,True,419,0,0.00,0,0,False,False
242,1,241,0,True,419,0,0.00,0,0,False,False
243,1,242,0,True,421,0,0.00,0,0,False,False
244,1,243,0,True,419,0,0.00,0,0,False,False
245,1,244,0,True,424,0,0.00,0,0,False,False
246,1,245,0,True,438,0,0.00,0,0,False,False
247,1,246,0,True,0,0,0.00,0,0,False,False
248,1,247,0,True,377,0,0.00,0,0,False,False
249,1,248,0,True,355,0,0.00,0,0,False,False
250,1,249,0,True,305,0,0.00,0,0,False,False
251,1,250,0,True,88,0,0.00,0,0,False,False
252,1,251,0,True,88,0,0.00,0,0,False,False
253,1,252,0,True,86,0,0.00,0,0,False,False
254,1,253,0,True,72,0,0.00,0,0,False,False
255,1,254,0,True,94,0,0.00,0,0,False,False
256,1,255,0,True,98,0,0.00,0,0,False,False
257,1,256,0,True,84,34,40.48,24,2,True,False
258,1,257,0,True,183,0,0.00,0,0,False,False
259,1,258,0,True,465,0,0.00,0,0,False,False
260,1,259,0,True,547,1,0.18,32,1,True,False
261,1,260,0,True,282,0,0.00,0,0,False,False
262,1,261,0,True,149,0,0.00,0,0,False,False
263,1,262,0,True,235,0,0.00,0,0,False,False
264,1,263,0,True,104,0,0.00,0,0,False,False
265,1,264,0,True,272,0,0.00,0,0,False,False
266,1,265,0,True,0,0,0.00,0,0,False,False
267,2,0,0,True,202,4,1.98,29,4,True,False
268,2,1,0,True,150,0,0.00,0,0,False,False
269,2,2,0,True,194,0,0.00,0,0,False,False
270,2,3,0,True,152,0,0.00,0,0,False,False
271,2,4,0,True,46,0,0.00,0,0,False,False
272,2,5,0,True,142,0,0.00,0,0,False,False
273,2,6,0,True,134,0,0.00,0,0,False,False
274,2,7,0,True,134,0,0.00,0,0,False,False
275,2,8,0,True,154,0,0.00,0,0,False,False
276,2,9,0,True,403,0,0.00,0,0,False,False
277,2,10,0,True,384,0,0.00,0,0,False,False
278,2,11,0,True,179,0,0.00,0,0,False,False
279,2,12,0,True,129,0,0.00,0,0,False,False
280,2,13,0,True,124,0,0.00,0,0,False,False
281,2,14,0,True,165,0,0.00,0,0,False,False
282,2,15,0,True,176,0,0.00,0,0,False,False
283,2,16,0,True,133,0,0.00,0,0,False,False
284,2,17,0,True,172,0,0.00,0,0,False,False
285,2,18,0,True,102,0,0.00,0,0,False,False
286,2,19,0,True,177,0,0.00,0,0,False,False
287,2,20,0,True,111,0,0.00,0,0,False,False
288,2,21,0,True,134,0,0.00,0,0,False,False
289,2,22,0,True,189,0,0.00,0,0,False,False
290,2,23,0,True,160,0,0.00,0,0,False,False
291,2,24,0,True,150,54,36.00,32,1,True,False
292,2,25,0,True,333,0,0.00,0,0,False,False
293,2,26,0,True,369,0,0.00,0,0,False,False
294,2,27,0,True,181,0,0.00,0,0,False,False
295,2,28,0,True,232,26,11.21,32,1,True,False
296,2,29,0,True,237,0,0.00,0,0,False,False
297,2,30,0,True,350,0,0.00,0,0,False,False
298,2,31,0,True,133,0,0.00,0,0,False,False
299,2,32,0,True,65,0,0.00,0,0,False,False
300,2,33,0,True,387,0,0.00,0,0,False,False
301,2,34,0,True,252,0,0.00,0,0,False,False
302,2,35,0,True,300,0,0.00,0,0,False,False
303,2,36,0,True,243,0,0.00,0,0,False,False
304,2,37,0,True,381,0,0.00,0,0,False,False
305,2,38,0,True,354,0,0.00,0,0,False,False
306,2,39,0,True,394,0,0.00,0,0,False,False
307,2,40,0,True,391,300,76.73,44,3,True,False
308,2,41,0,True,182,0,0.00,0,0,False,False
309,2,42,0,True,105,0,0.00,0,0,False,False
310,2,43,0,True,459,0,0.00,0,0,False,False
311,2,44,0,True,303,0,0.00,0,0,False,False
312,2,45,0,True,341,0,0.00,0,0,False,False
313,2,46,0,True,322,0,0.00,0,0,False,False
314,2,47,0,True,190,0,0.00,0,0,False,False
315,2,48,0,True,255,0,0.00,0,0,False,False
316,2,49,0,True,243,0,0.00,0,0,False,False
317,2,50,0,True,281,0,0.00,0,0,False,False
318,2,51,0,True,102,0,0.00,0,0,False,False
319,2,52,0,True,214,0,0.00,0,0,False,False
320,2,53,0,True,269,0,0.00,0,0,False,False
321,2,54,0,True,143,0,0.00,0,0,False,False
322,2,55,0,True,140,0,0.00,0,0,False,False
323,2,56,0,True,181,0,0.00,0,0,False,False
324,2,57,0,True,192,0,0.00,0,0,False,False
325,2,58,0,True,150,0,0.00,0,0,False,False
326,2,59,0,True,223,0,0.00,0,0,False,False
327,2,60,0,True,95,0,0.00,0,0,False,False
328,2,61,0,True,272,0,0.00,0,0,False,False
329,2,62,0,True,496,0,0.00,0,0,False,False
330,2,63,0,True,571,165,28.90,63,6,True,True
331,2,64,0,True,248,0,0.00,0,0,False,False
332,2,65,0,True,373,0,0.00,0,0,False,False
333,2,66,0,True,99,0,0.00,0,0,False,False
334,2,67,0,True,208,0,0.00,0,0,False,False
335,2,68,0,True,147,0,0.00,0,0,False,False
336,2,69,0,True,217,0,0.00,0,0,False,False
337,2,70,0,True,201,0,0.00,0,0,False,False
338,2,71,0,True,88,0,0.00,0,0,False,False
339,2,72,0,True,253,0,0.00,0,0,False,False
340,2,73,0,True,132,0,0.00,0,0,False,False
341,2,74,0,True,116,94,81.03,63,6,True,True
342,2,75,0,True,116,0,0.00,0,0,False,False
343,2,76,0,True,116,0,0.00,0,0,False,False
344,2,77,0,True,116,0,0.00,0,0,False,False
345,2,78,0,True,116,0,0.00,0,0,False,False
346,2,79,0,True,278,0,0.00,0,0,False,False
347,2,80,0,True,278,0,0.00,0,0,False,False
348,2,81,0,True,278,0,0.00,0,0,False,False
349,2,82,0,True,711,0,0.00,0,0,False,False
350,2,83,0,True,472,0,0.00,0,0,False,False
351,2,84,0,True,295,0,0.00,0,0,False,False
352,2,85,0,True,289,0,0.00,0,0,False,False
353,2,86,0,True,290,0,0.00,0,0,False,False
354,2,87,0,True,273,0,0.00,0,0,False,False
355,2,88,0,True,276,0,0.00,0,0,False,False
356,2,89,0,True,295,0,0.00,0,0,False,False
357,2,90,0,True,302,0,0.00,0,0,False,False
358,2,91,0,True,316,0,0.00,0,0,False,False
359,2,92,0,True,678,2,0.29,6,2,True,False
360,2,93,0,True,414,0,0.00,0,0,False,False
361,2,94,0,True,450,0,0.00,0,0,False,False
362,2,95,0,True,187,0,0.00,0,0,False,False
363,2,96,0,True,452,0,0.00,0,0,False,False
364,2,97,0,True,465,0,0.00,0,0,False,False
365,2,98,0,True,375,0,0.00,0,0,False,False
366,2,99,0,True,384,0,0.00,0,0,False,False
367,2,100,0,True,191,0,0.00,0,0,False,False
368,2,101,0,True,195,0,0.00,0,0,False,False
369,2,102,0,True,195,0,0.00,0,0,False,False
370,2,103,0,True,189,0,0.00,0,0,False,False
371,2,104,0,True,189,0,0.00,0,0,False,False
372,2,105,0,True,189,0,0.00,0,0,False,False
373,2,106,0,True,189,0,0.00,0,0,False,False
374,2,107,0,True,189,5,2.65,32,1,True,False
375,2,108,0,True,99,0,0.00,0,0,False,False
376,2,109,0,True,99,0,0.00,0,0,False,False
377,2,110,0,True,99,0,0.00,0,0,False,False
378,2,111,0,True,99,0,0.00,0,0,False,False
379,2,112,0,True,258,0,0.00,0,0,False,False
380,2,113,0,True,258,0,0.00,0,0,False,False
381,2,114,0,True,257,0,0.00,0,0,False,False
382,2,115,0,True,256,0,0.00,0,0,False,False
383,2,116,0,True,105,0,0.00,0,0,False,False
384,2,117,0,True,105,0,0.00,0,0,False,False
385,2,118,0,True,105,0,0.00,0,0,False,False
386,2,119,0,True,105,0,0.00,0,0,False,False
387,2,120,0,True,211,0,0.00,0,0,False,False
388,2,121,0,True,210,0,0.00,0,0,False,False
389,2,122,0,True,210,0,0.00,0,0,False,False
390,2,123,0,True,257,0,0.00,0,0,False,False
391,2,124,0,True,359,0,0.00,0,0,False,False
392,2,125,0,True,359,0,0.00,0,0,False,False
393,2,126,0,True,359,0,0.00,0,0,False,False
394,2,127,0,True,359,0,0.00,0,0,False,False
395,2,128,0,True,283,0,0.00,0,0,False,False
396,2,129,0,True,283,0,0.00,0,0,False,False
397,2,130,0,True,283,0,0.00,0,0,False,False
398,2,131,0,True,283,4,1.41,32,1,True,False
399,2,132,0,True,324,0,0.00,0,0,False,False
400,2,133,0,True,313,0,0.00,0,0,False,False
401,2,134,0,True,221,0,0.00,0,0,False,False
402,2,135,0,True,257,0,0.00,0,0,False,False
403,2,136,0,True,262,0,0.00,0,0,False,False
404,2,137,0,True,262,0,0.00,0,0,False,False
405,2,138,0,True,262,0,0.00,0,0,False,False
406,2,139,0,True,263,0,0.00,0,0,False,False
407,2,140,0,True,478,0,0.00,0,0,False,False
408,2,141,0,True,478,0,0.00,0,0,False,False
409,2,142,0,True,478,0,0.00,0,0,False,False
410,2,143,0,True,478,0,0.00,0,0,False,False
411,2,144,0,True,432,0,0.00,0,0,False,False
412,2,145,0,True,404,0,0.00,0,0,False,False
413,2,146,0,True,406,0,0.00,0,0,False,False
414,2,147,0,True,432,0,0.00,0,0,False,False
415,2,148,0,True,278,0,0.00,0,0,False,False
416,2,149,0,True,278,0,0.00,0,0,False,False
417,2,150,0,True,278,0,0.00,0,0,False,False
418,2,151,0,True,279,66,23.66,32,1,True,False
419,2,152,0,True,395,0,0.00,0,0,False,False
420,2,153,0,True,395,0,0.00,0,0,False,False
421,2,154,0,True,395,0,0.00,0,0,False,False
422,2,155,0,True,395,0,0.00,0,0,False,False
423,2,156,0,True,449,0,0.00,0,0,False,False
424,2,157,0,True,449,0,0.00,0,0,False,False
425,2,158,0,True,449,0,0.00,0,0,False,False
426,2,159,0,True,449,0,0.00,0,0,False,False
427,2,160,0,True,214,0,0.00,0,0,False,False
428,2,161,0,True,214,0,0.00,0,0,False,False
429,2,162,0,True,214,0,0.00,0,0,False,False
430,2,163,0,True,214,0,0.00,0,0,False,False
431,2,164,0,True,219,0,0.00,0,0,False,False
432,2,165,0,True,219,0,0.00,0,0,False,False
433,2,166,0,True,220,0,0.00,0,0,False,False
434,2,167,0,True,220,0,0.00,0,0,False,False
435,2,168,0,True,144,0,0.00,0,0,False,False
436,2,169,0,True,144,0,0.00,0,0,False,False
437,2,170,0,True,144,0,0.00,0,0,False,False
438,2,171,0,True,144,0,0.00,0,0,False,False
439,2,172,0,True,157,0,0.00,0,0,False,False
440,2,173,0,True,157,0,0.00,0,0,False,False
441,2,174,0,True,157,0,0.00,0,0,False,False
442,2,175,0,True,157,0,0.00,0,0,False,False
443,2,176,0,True,119,0,0.00,0,0,False,False
444,2,177,0,True,106,0,0.00,0,0,False,False
445,2,178,0,True,106,0,0.00,0,0,False,False
446,2,179,0,True,123,22,17.89,61,5,True,False
447,2,180,0,True,108,0,0.00,0,0,False,False
448,2,181,0,True,108,0,0.00,0,0,False,False
449,2,182,0,True,116,0,0.00,0,0,False,False
450,2,183,0,True,103,0,0.00,0,0,False,False
451,2,184,0,True,187,0,0.00,0,0,False,False
452,2,185,0,True,187,0,0.00,0,0,False,False
453,2,186,0,True,186,0,0.00,0,0,False,False
454,2,187,0,True,187,0,0.00,0,0,False,False
455,2,188,0,True,197,0,0.00,0,0,False,False
456,2,189,0,True,210,49,23.33,62,5,True,False
457,2,190,0,True,206,0,0.00,0,0,False,False
458,2,191,0,True,145,0,0.00,0,0,False,False
459,2,192,0,True,175,0,0.00,0,0,False,False
460,2,193,0,True,175,0,0.00,0,0,False,False
461,2,194,0,True,153,0,0.00,0,0,False,False
462,2,195,0,True,193,0,0.00,0,0,False,False
463,2,196,0,True,230,0,0.00,0,0,False,False
464,2,197,0,True,230,0,0.00,0,0,False,False
465,2,198,0,True,229,0,0.00,0,0,False,False
466,2,199,0,True,229,42,18.34,16,1,True,False
467,2,200,0,True,286,0,0.00,0,0,False,False
468,2,201,0,True,301,18,5.98,57,4,True,False
469,2,202,0,True,271,0,0.00,0,0,False,False
470,2,203,0,True,321,0,0.00,0,0,False,False
471,2,204,0,True,221,0,0.00,0,0,False,False
472,2,205,0,True,209,0,0.00,0,0,False,False
473,2,206,0,True,207,0,0.00,0,0,False,False
474,2,207,0,True,209,0,0.00,0,0,False,False
475,2,208,0,True,283,0,0.00,0,0,False,False
476,2,209,0,True,283,0,0.00,0,0,False,False
477,2,210,0,True,283,0,0.00,0,0,False,False
478,2,211,0,True,283,0,0.00,0,0,False,False
479,2,212,0,True,351,0,0.00,0,0,False,False
480,2,213,0,True,351,0,0.00,0,0,False,False
481,2,214,0,True,351,0,0.00,0,0,False,False
482,2,215,0,True,351,81,23.08,63,6,True,True
483,2,216,0,True,254,0,0.00,0,0,False,False
484,2,217,0,True,262,0,0.00,0,0,False,False
485,2,218,0,True,271,0,0.00,0,0,False,False
486,2,219,0,True,254,0,0.00,0,0,False,False
487,2,220,0,True,149,0,0.00,0,0,False,False
488,2,221,0,True,306,7,2.29,56,3,True,False
489,2,222,0,True,306,7,2.29,56,3,True,False
490,2,223,0,True,307,7,2.28,56,3,True,False
491,2,224,0,True,306,7,2.29,56,3,True,False
492,2,225,0,True,306,7,2.29,56,3,True,False
493,2,226,0,True,306,7,2.29,56,3,True,False
494,2,227,0,True,306,7,2.29,56,3,True,False
495,2,228,0,True,306,7,2.29,56,3,True,False
496,2,229,0,True,306,7,2.29,56,3,True,False
497,2,230,0,True,306,7,2.29,56,3,True,False
498,2,231,0,True,306,7,2.29,56,3,True,False
499,2,232,0,True,306,7,2.29,56,3,True,False
500,2,233,0,True,231,0,0.00,0,0,False,False
501,2,234,0,True,272,0,0.00,0,0,False,False
502,2,235,0,True,182,0,0.00,0,0,False,False
503,2,236,0,True,111,0,0.00,0,0,False,False
504,2,237,0,True,71,0,0.00,0,0,False,False
505,2,238,0,True,78,0,0.00,0,0,False,False
506,2,239,0,True,105,0,0.00,0,0,False,False
507,2,240,0,True,110,0,0.00,0,0,False,False
508,2,241,0,True,234,0,0.00,0,0,False,False
509,2,242,0,True,193,0,0.00,0,0,False,False
510,2,243,0,True,41,0,0.00,0,0,False,False
511,2,244,0,True,181,0,0.00,0,0,False,False
512,2,245,0,True,175,0,0.00,0,0,False,False
513,2,246,0,True,400,0,0.00,0,0,False,False
514,2,247,0,True,123,0,0.00,0,0,False,False
515,2,248,0,True,217,0,0.00,0,0,False,False
516,2,249,0,True,368,0,0.00,0,0,False,False
517,2,250,0,True,185,0,0.00,0,0,False,False
518,2,251,0,True,51,0,0.00,0,0,False,False
519,2,252,0,True,110,0,0.00,0,0,False,False
520,2,253,0,True,190,0,0.00,0,0,False,False
521,2,254,0,True,237,0,0.00,0,0,False,False
522,2,255,0,True,237,0,0.00,0,0,False,False
523,2,256,0,True,237,0,0.00,0,0,False,False
524,2,257,0,True,97,0,0.00,0,0,False,False
525,2,258,0,True,290,0,0.00,0,0,False,False
526,2,259,0,True,450,0,0.00,0,0,False,False
527,2,260,0,True,127,0,0.00,0,0,False,False
528,2,261,0,True,123,0,0.00,0,0,False,False
529,2,262,0,True,110,0,0.00,0,0,False,False
530,2,263,0,True,170,0,0.00,0,0,False,False
531,2,264,0,True,81,2,2.47,32,1,True,False
